Key,Frequency 1,Frequency 2,Phase Shift 1,Phase Shift 2
2,1336,697,4.473627938711866,3.053628059289279
#,1477,941,4.533318199130072,2.786592683734147
0,1336,941,5.852787113637785,5.972167634474197
3,1477,697,2.2839378591597796,2.309070600388498
1,1209,697,3.4903094381382602,3.543716513249287
6,1477,770,1.6619025137490007,3.2923891009621036
8,1336,852,2.356194490192345,1.5142476590302805
4,1209,770,5.083096913508285,6.23291982472215
7,1209,852,4.69982260977033,2.092300707290802
5,1336,770,0.8607963870836034,5.306149991913161
5,1336,770,0.6817256058289851,3.6536722561249295
*,1209,941,6.056990636121122,5.93446852263112
3,1477,697,0.6503096792930873,0.8105309046261667
2,1336,697,4.41707927094725,5.881061447520093
2,1336,697,0.29530970943744056,1.1435397259066848
#,1477,941,5.397256178867265,2.569822790636451
1,1209,697,3.9584067435231396,4.429645641561609
#,1477,941,6.06955700673548,1.0115928344559135
2,1336,697,0.44610615680975063,1.793849405199772
3,1477,697,2.0577431881013144,5.720840222187014
8,1336,852,0.8136724972797564,5.1553535445408505
4,1209,770,1.6461945504810518,4.762654462842127
8,1336,852,2.1834068942449063,5.054822579625977
9,1477,852,4.527035013822892,1.4545573986120743
9,1477,852,5.161636729848031,4.291415564803658
8,1336,852,3.009645762139022,0.3707079331235956
3,1477,697,6.000441968356506,4.131194339470579
3,1477,697,0.034557519189487726,3.2798227303477443
0,1336,941,3.6882297753144173,0.6220353454107791
1,1209,697,5.2873004359916225,1.913229926036184
5,1336,770,1.8095573684677209,0.5372123437638546
4,1209,770,2.035752039526186,2.4096015653033716
0,1336,941,5.761680926683681,0.012566370614359173
6,1477,770,3.999247448019807,5.1176544326977735
7,1209,852,1.9949113350295187,5.158495137194441
9,1477,852,1.4262830647297662,3.9584067435231396
4,1209,770,4.332256269300325,3.782477554922111
2,1336,697,3.2452652111582565,3.568849254478005
1,1209,697,5.745972963415732,0.3392920065876977
*,1209,941,2.9688050576423546,3.141592653589793
4,1209,770,3.2766811376941543,2.5761059759436304
5,1336,770,1.7907078125461822,5.196194249037518
6,1477,770,3.4243359924128747,3.556282883863646
4,1209,770,3.785619147575701,1.4828317324943825
4,1209,770,0.8262388678941156,2.839999758845173
9,1477,852,3.5185837720205684,5.529203070318037
8,1336,852,4.593008459548278,5.818229594448297
#,1477,941,4.900884539600078,1.51738925168387
7,1209,852,0.3078760800517997,0.8293804605477054
7,1209,852,4.175176636620836,5.893627818134452
3,1477,697,0.9487609813841176,1.5236724369910497
#,1477,941,1.6933184402848986,0.5811946409141118
3,1477,697,5.909335781402401,4.8600438351034105
0,1336,941,1.7467255153959251,0.4900884539600078
#,1477,941,1.9854865570687494,0.7068583470577035
1,1209,697,4.869468613064179,3.920707631680062
4,1209,770,4.055796115784423,1.3100441365469437
8,1336,852,5.720840222187014,0.30159289474462014
1,1209,697,1.1152653920243767,0.7225663103256524
3,1477,697,5.723981814840603,0.7759733854366789
3,1477,697,5.406680956828034,3.2735395450405647
2,1336,697,1.536238807605409,1.8126989611213107
4,1209,770,0.41154863762026295,0.44610615680975063
2,1336,697,4.09663682028109,0.6377433086787281
8,1336,852,2.3184953783492674,1.82526533173567
7,1209,852,5.9564596712062485,4.275707601535709
1,1209,697,3.6253979222426214,0.3361504139341079
2,1336,697,1.4545573986120743,4.577300496280329
#,1477,941,1.5111060663766906,5.965884449167017
2,1336,697,6.24234460268292,4.479911124019045
*,1209,941,5.717698629533424,0.8293804605477054
5,1336,770,3.6882297753144173,3.6379642928569806
3,1477,697,5.293583621298802,4.875751798371359
2,1336,697,4.231725304385452,1.335176877775662
6,1477,770,2.2556635252774715,0.2450442269800039
3,1477,697,5.0296898383972595,2.7426103865838893
0,1336,941,2.9845130209103035,4.187743007235195
7,1209,852,2.7614599425054283,6.151238415728815
3,1477,697,4.677831461195202,2.990796206217483
*,1209,941,4.464203160751096,2.4378758991856797
4,1209,770,2.3373449342708064,5.193052656383928
1,1209,697,4.888318168985719,4.363672195836223
1,1209,697,1.9383626672649024,4.7500880922277675
5,1336,770,5.070530542893926,4.768937648149306
6,1477,770,0.0942477796076938,0.7791149780902688
*,1209,941,5.529203070318037,3.5342917352885173
8,1336,852,5.290442028645212,2.58238916125081
9,1477,852,4.439070419522378,3.8987164831049337
6,1477,770,1.1058406140636072,4.209734155810323
6,1477,770,4.40765449298648,0.3078760800517997
0,1336,941,2.5603980126756816,5.9564596712062485
8,1336,852,0.4084070449666731,4.225442119078272
0,1336,941,5.463229624592651,2.645221014322606
3,1477,697,0.33300882128051806,0.289026524130261
4,1209,770,0.3675663404700058,4.143760710084937
*,1209,941,2.296504229774139,1.2503538761287378
8,1336,852,5.62030925727214,1.0115928344559135
0,1336,941,3.524866957327748,3.176150172779281
7,1209,852,0.9644689446520666,1.5079644737231008
9,1477,852,2.8337165735379934,1.4168582867689967
1,1209,697,1.884955592153876,4.633849164044945
1,1209,697,3.603406773667493,4.219158933771093
1,1209,697,0.49637163926718736,1.7655750713174638
8,1336,852,0.7822565707438586,2.704911274740812
4,1209,770,0.9456193887305278,0.9204866475018094
0,1336,941,5.274734065377263,0.4303981935418017
*,1209,941,3.0033625768318424,5.397256178867265
0,1336,941,0.3989822670059037,3.926990816987242
8,1336,852,2.8651325000738916,4.300840342764427
6,1477,770,2.2870794518133697,2.9091147972241487
2,1336,697,5.47265440255342,6.091548155310609
7,1209,852,5.5888933307362425,3.251548396465436
8,1336,852,0.5309291584566751,3.8327430373795477
5,1336,770,3.4683182895631317,1.1121237993707869
7,1209,852,5.01398187512931,0.8168140899333463
1,1209,697,4.530176606476482,1.7215927741672068
3,1477,697,1.4357078426905356,1.5236724369910497
6,1477,770,3.1541590242041524,4.8160615379531535
2,1336,697,5.648583591154448,4.369955381143402
*,1209,941,5.745972963415732,0.3267256359733385
7,1209,852,4.784645611417255,4.143760710084937
*,1209,941,5.161636729848031,2.946813909067226
#,1477,941,1.4765485471872029,2.475575011028757
4,1209,770,4.797211982031614,2.422167935917731
7,1209,852,1.5833626974092558,5.755397741376501
3,1477,697,1.4042919161546377,2.2116812281272145
3,1477,697,0.5969026041820608,0.9047786842338604
4,1209,770,2.463008640414398,5.513495107050087
1,1209,697,5.978450819781377,4.674689868541613
5,1336,770,2.4724334183751675,4.423362456254429
6,1477,770,2.2713714885454204,5.664291554422397
0,1336,941,0.3895574890451344,4.275707601535709
5,1336,770,4.351105825221864,2.9562386870279953
3,1477,697,1.7844246272390025,4.322831491339556
*,1209,941,4.737521721613408,0.653451271946677
2,1336,697,6.009866746317274,3.1855749507400506
#,1477,941,2.563539605329271,3.0410616886749198
9,1477,852,6.1480968230752255,1.8441148876572087
*,1209,941,5.381548215599316,1.9697785938008003
1,1209,697,4.2348668970390415,5.004557097168541
8,1336,852,2.0703095587156737,5.519778292357267
*,1209,941,4.803495167338794,2.949955501720816
4,1209,770,3.757344813693393,2.321636971002857
8,1336,852,4.030663374555705,2.9091147972241487
7,1209,852,1.5016812884159212,1.5519467708733579
*,1209,941,1.3728759896187397,2.3373449342708064
*,1209,941,3.0190705400997913,4.483052716672635
2,1336,697,1.8346901096964392,5.796238445873168
6,1477,770,5.909335781402401,2.368760860806704
7,1209,852,1.4357078426905356,4.690397831809562
2,1336,697,4.165751858660066,1.3100441365469437
0,1336,941,6.113539303885738,4.995132319207771
1,1209,697,0.15393804002589986,0.02827433388230814
7,1209,852,4.922875688175206,5.431813698056753
5,1336,770,1.259778654089507,4.530176606476482
4,1209,770,2.0765927440228533,6.210928676147021
9,1477,852,4.153185488045707,4.838052686528282
3,1477,697,1.4105751014618173,1.2723450247038663
4,1209,770,4.5553093477052,5.991017190395736
3,1477,697,4.86632702041059,4.8160615379531535
7,1209,852,1.4074335088082275,4.803495167338794
8,1336,852,2.5258404934861938,2.8776988706882505
1,1209,697,4.809778352645973,0.7791149780902688
5,1336,770,4.1908845998887845,1.3885839528866886
1,1209,697,3.8704421492226255,4.5961500522018675
4,1209,770,0.8922123136195013,5.350132289063418
1,1209,697,2.28079626650619,0.8733627576979626
0,1336,941,3.248406803811846,0.6251769380643689
#,1477,941,5.3312827331418795,2.7834510910805568
7,1209,852,0.3675663404700058,2.0703095587156737
4,1209,770,5.042256209011618,2.5038493449110653
#,1477,941,2.0577431881013144,1.0147344271095033
0,1336,941,4.608716422816227,5.893627818134452
#,1477,941,1.4105751014618173,0.3832743037379548
1,1209,697,0.6911503837897546,0.5403539364174444
0,1336,941,4.41079608564007,4.294557157457247
*,1209,941,5.705132258919065,2.9436723164136365
4,1209,770,0.6754424205218056,3.8767253345298047
5,1336,770,6.006725153663685,3.606548366321083
8,1336,852,0.38641589639154456,4.457919975443916
8,1336,852,2.261946710584651,2.2211060060879837
*,1209,941,3.0222121327533813,2.142566189748239
8,1336,852,0.5152211951887261,4.539601384437251
8,1336,852,4.281990786842888,5.62030925727214
2,1336,697,6.141813637768046,0.3989822670059037
5,1336,770,0.38641589639154456,0.7791149780902688
#,1477,941,0.5183627878423159,4.4484951974831475
*,1209,941,2.208539635473625,0.8073893119725769
2,1336,697,0.1382300767579509,3.5342917352885173
0,1336,941,4.737521721613408,3.917566039026472
9,1477,852,1.718451181513617,5.77424729729804
5,1336,770,1.6367697725202823,1.0555751316061706
7,1209,852,3.4243359924128747,3.242123618504667
8,1336,852,3.967831521483909,3.4494687336415932
5,1336,770,5.485220773167779,3.9395571876016007
6,1477,770,0.8922123136195013,2.8996900192633794
2,1336,697,2.6200882730938875,5.136503988619312
0,1336,941,1.3760175822723295,0.7916813487046279
8,1336,852,4.008672225980576,0.289026524130261
#,1477,941,4.005530633326987,4.822344723260333
9,1477,852,4.841194279181871,2.101725485251572
#,1477,941,1.1309733552923256,6.126105674500097
9,1477,852,3.04420328132851,5.079955320854696
0,1336,941,1.4576989912656642,5.095663284122645
9,1477,852,3.151017431550563,2.004336112990288
3,1477,697,2.946813909067226,1.6022122533307945
5,1336,770,1.278628210011046,1.6681856990561803
1,1209,697,0.08796459430051422,3.0316369107141505
6,1477,770,4.4265040489080185,4.055796115784423
#,1477,941,4.812919945299563,3.3803536952626176
7,1209,852,0.2921681167838508,4.734380128959819
6,1477,770,0.9047786842338604,4.954291614711104
2,1336,697,3.0473448739820994,4.131194339470579
4,1209,770,5.001415504514951,5.306149991913161
1,1209,697,2.5761059759436304,2.8525661294595324
8,1336,852,6.23291982472215,2.7426103865838893
6,1477,770,3.3615041393410787,2.5321236787933734
4,1209,770,3.072477615210818,1.9666370011472105
9,1477,852,1.156106096521044,4.907167724907257
2,1336,697,4.891459761639308,0.6628760499074464
3,1477,697,1.1780972450961724,2.217964413434394
3,1477,697,3.2326988405438972,0.4241150082346221
0,1336,941,5.758539334030091,3.826459852072368
6,1477,770,4.734380128959819,1.140398133253095
5,1336,770,3.556282883863646,4.09977841293468
8,1336,852,1.7969909978533618,3.8830085198369844
3,1477,697,2.205398042820035,0.06597344572538566
7,1209,852,1.7969909978533618,3.6222563295890318
6,1477,770,3.904999668412113,0.8482300164692442
#,1477,941,2.569822790636451,5.560618996853934
5,1336,770,3.7604864063469825,5.827654372409066
*,1209,941,4.1688934513136555,0.5466371217246241
4,1209,770,0.7225663103256524,0.4303981935418017
#,1477,941,4.643273942005714,3.694512960621597
8,1336,852,2.3467697122315756,2.2996458224277285
5,1336,770,3.2012829140079995,4.775220833456486
4,1209,770,5.8465039283306055,0.6220353454107791
9,1477,852,3.6285395148962114,3.612831551628262
1,1209,697,5.676857925036757,0.06597344572538566
7,1209,852,2.538406864100553,3.741636850425444
4,1209,770,3.1541590242041524,2.708052867394402
8,1336,852,2.2996458224277285,3.282964323001334
#,1477,941,3.5028758087526195,0.34871678454846705
0,1336,941,2.1331414117874696,0.05026548245743669
8,1336,852,6.182654342264713,5.061105764933157
8,1336,852,5.535486255625216,5.328141140488289
7,1209,852,4.25999963826776,3.097610356439536
1,1209,697,3.081902393171587,4.875751798371359
0,1336,941,3.571990847131595,1.0618583169133502
0,1336,941,5.350132289063418,1.731017552127976
1,1209,697,1.4325662500369458,0.38641589639154456
8,1336,852,3.009645762139022,0.21991148575128552
4,1209,770,1.4639821765728436,1.778141441931823
5,1336,770,2.1080086705587515,1.3697343969651499
0,1336,941,2.566681197982861,5.582610145429062
8,1336,852,4.281990786842888,4.652698719966484
7,1209,852,3.710220923889546,1.0210176124166828
9,1477,852,2.6043803098259386,4.574158903626739
#,1477,941,5.965884449167017,6.07898178469625
4,1209,770,4.3448226399146845,1.1278317626387357
1,1209,697,4.668406683234433,4.3825217517577615
1,1209,697,0.8199556825869361,3.33951299076595
*,1209,941,3.7259288871574947,6.138672045114456
8,1336,852,6.185795934918303,6.188937527571893
9,1477,852,5.975309227127787,2.3624776754995245
7,1209,852,1.6744688843633597,3.892433297797754
3,1477,697,2.827433388230814,2.305929007734908
#,1477,941,0.8168140899333463,2.670353755551324
1,1209,697,4.605574830162637,1.9572122231864413
0,1336,941,0.21362830044410594,2.510132530218245
7,1209,852,3.8673005565690355,1.4325662500369458
2,1336,697,5.095663284122645,0.9016370915802707
9,1477,852,3.9458403729087803,1.7655750713174638
8,1336,852,3.713362516543136,0.6000441968356505
4,1209,770,2.12999981913388,3.314380249537232
4,1209,770,3.49659262344544,5.438096883363932
3,1477,697,5.975309227127787,0.7759733854366789
7,1209,852,2.321636971002857,1.5613715488341273
9,1477,852,1.5739379194484864,3.009645762139022
2,1336,697,5.158495137194441,2.6232298657474775
4,1209,770,3.6096899589746725,2.927964353145687
0,1336,941,4.442212012175967,0.7194247176720626
3,1477,697,0.21048670779051615,2.673495348204914
1,1209,697,2.0860175219836226,2.824291795577224
0,1336,941,5.281017250684442,0.40526545231308336
*,1209,941,3.1227430976682546,3.1290262829754343
1,1209,697,1.4011503235010478,4.608716422816227
#,1477,941,3.4306191777200543,2.321636971002857
9,1477,852,2.7834510910805568,2.2933626371205493
3,1477,697,0.0,1.1498229112138643
6,1477,770,0.6440264939859076,2.9782298356031243
5,1336,770,1.9980529276831085,1.856681258271568
8,1336,852,3.3834952879162072,5.852787113637785
5,1336,770,2.5321236787933734,2.962521872335175
#,1477,941,0.7696902001294994,5.915618966709581
0,1336,941,6.003583561010095,3.967831521483909
0,1336,941,1.473406954533613,1.8535396656179781
0,1336,941,0.7916813487046279,0.9047786842338604
*,1209,941,2.993937798871073,2.796017461694916
8,1336,852,2.494424566950296,0.05026548245743669
#,1477,941,3.782477554922111,5.730265000147783
#,1477,941,3.2703979523869746,4.740663314266998
6,1477,770,6.1041145259249685,2.384468824074653
1,1209,697,3.3206634348444117,2.981371428256714
9,1477,852,2.4378758991856797,3.9426987802551907
1,1209,697,1.21579635693925,5.796238445873168
0,1336,941,1.97606177910798,3.861017371261856
#,1477,941,0.8262388678941156,3.207566099315179
#,1477,941,1.2566370614359172,5.730265000147783
*,1209,941,2.9750882429495342,6.22663663941497
6,1477,770,1.171814059788993,5.032831431050849
6,1477,770,5.92504374467035,1.580221104755666
6,1477,770,4.611858015469816,3.810751888804419
2,1336,697,2.2022564501664452,2.1959732648592656
#,1477,941,2.6232298657474775,6.185795934918303
1,1209,697,0.1916371518689774,5.8245127797554765
0,1336,941,1.2220795422464297,1.3508848410436112
9,1477,852,5.211902212305467,2.629513051054657
0,1336,941,6.273760529218817,3.741636850425444
6,1477,770,5.77738888995163,1.778141441931823
9,1477,852,2.4975661596038856,2.921681167838508
5,1336,770,4.024380189248525,2.9122563898777383
0,1336,941,2.082875929330033,2.8494245368059423
*,1209,941,4.187743007235195,2.1865484868984963
9,1477,852,3.141592653589793,2.5918139392115793
1,1209,697,5.639158813193679,1.548805178219768
5,1336,770,1.6587609210954108,1.97606177910798
5,1336,770,4.960574800018284,5.403539364174445
6,1477,770,0.5183627878423159,2.6075219024795286
7,1209,852,0.3738495257771854,1.4199998794225865
7,1209,852,3.2798227303477443,0.06283185307179587
6,1477,770,5.5449110335859855,4.175176636620836
0,1336,941,0.6377433086787281,3.18871654339364
5,1336,770,3.769911184307752,0.9047786842338604
3,1477,697,2.419026343264141,6.132388859807277
0,1336,941,3.1730085801256913,2.8494245368059423
*,1209,941,1.718451181513617,3.33951299076595
1,1209,697,0.7288494956328321,2.8337165735379934
0,1336,941,4.539601384437251,5.865353484252144
*,1209,941,0.35185837720205687,6.210928676147021
5,1336,770,2.927964353145687,0.5969026041820608
6,1477,770,6.22663663941497,1.9509290378792616
3,1477,697,0.9079202768874503,0.03769911184307752
*,1209,941,0.0471238898038469,2.5761059759436304
3,1477,697,4.913450910214436,4.178318229274425
1,1209,697,5.554335811546754,2.6483626069761956
9,1477,852,5.689424295651116,5.378406622945726
5,1336,770,5.554335811546754,4.354247417875453
3,1477,697,1.8346901096964392,3.2735395450405647
2,1336,697,0.3707079331235956,5.403539364174445
8,1336,852,5.9941587830493255,5.92818533732394
0,1336,941,5.394114586213675,5.648583591154448
7,1209,852,0.9707521299592461,3.5028758087526195
5,1336,770,1.1655308744818134,5.324999547834699
5,1336,770,2.704911274740812,5.563760589507524
1,1209,697,6.091548155310609,4.498760679940584
7,1209,852,0.5120796025351363,4.850619057142641
#,1477,941,2.447300677146449,2.824291795577224
2,1336,697,6.08840656265702,4.238008489692631
7,1209,852,3.49973421609903,5.912477374055991
6,1477,770,5.849645520984195,2.466150233067988
3,1477,697,0.4303981935418017,0.9613273519984767
*,1209,941,1.7592918860102842,4.960574800018284
4,1209,770,0.7005751617505239,1.7969909978533618
0,1336,941,3.069336022557228,6.185795934918303
*,1209,941,5.761680926683681,2.4096015653033716
3,1477,697,0.48694686130641796,0.1382300767579509
8,1336,852,4.9417252440967445,0.2858849314766712
7,1209,852,1.200088393671301,0.7916813487046279
9,1477,852,2.243097154663112,0.08482300164692443
*,1209,941,6.280043714525997,6.160663193689585
1,1209,697,6.113539303885738,0.38641589639154456
2,1336,697,1.9509290378792616,2.4975661596038856
*,1209,941,0.3989822670059037,5.5669021821611135
9,1477,852,2.8965484266097894,5.2213269902662365
9,1477,852,4.841194279181871,1.4859733251479723
3,1477,697,1.335176877775662,0.2324778563656447
8,1336,852,4.4484951974831475,0.8482300164692442
9,1477,852,5.909335781402401,2.6546457922833753
8,1336,852,3.49973421609903,3.6976545532751866
7,1209,852,1.9792033717615698,3.9018580757585233
5,1336,770,1.9854865570687494,0.053407075111026485
*,1209,941,4.756371277534947,0.0
8,1336,852,2.3184953783492674,0.9456193887305278
7,1209,852,5.978450819781377,5.3752650302921365
0,1336,941,2.506990937564655,1.1623892818282235
3,1477,697,2.7928758690413265,3.7950439255364703
1,1209,697,5.783672075258809,5.8842030401736825
3,1477,697,0.6942919764433443,1.6210618092523335
7,1209,852,0.0,4.369955381143402
7,1209,852,4.649557127312894,2.064026373408494
3,1477,697,5.249601324148545,0.9927432785343747
1,1209,697,2.2902210444669593,0.6471680866394974
1,1209,697,2.786592683734147,3.421194399759285
#,1477,941,3.980397892098268,2.466150233067988
0,1336,941,0.031415926535897934,3.1824333580864606
*,1209,941,2.2933626371205493,3.8515925933010866
8,1336,852,0.2324778563656447,5.350132289063418
1,1209,697,4.461061568097507,5.818229594448297
5,1336,770,6.179512749611123,1.8221237390820801
4,1209,770,2.450442269800039,0.6597344572538566
7,1209,852,3.2326988405438972,3.5311501426349277
6,1477,770,2.5949555318651694,1.7655750713174638
9,1477,852,2.5007077522574757,2.660928977590555
1,1209,697,0.6565928646002668,2.450442269800039
#,1477,941,4.668406683234433,3.8233182594187785
6,1477,770,4.335397861953915,1.4796901398407927
7,1209,852,1.473406954533613,0.3267256359733385
#,1477,941,4.505043865247764,4.514468643208533
1,1209,697,4.527035013822892,3.1824333580864606
*,1209,941,2.422167935917731,3.3803536952626176
0,1336,941,0.4303981935418017,6.179512749611123
0,1336,941,5.978450819781377,5.551194218893165
8,1336,852,1.1906636157105317,1.51738925168387
8,1336,852,2.456725455107218,1.247212283475148
*,1209,941,0.471238898038469,3.7636279990005725
0,1336,941,6.245486195336509,1.9792033717615698
9,1477,852,1.1372565405995052,3.2923891009621036
8,1336,852,3.1227430976682546,1.0932742434492482
8,1336,852,5.189911063730339,3.3080970642300525
1,1209,697,4.325973083993145,4.269424416228529
1,1209,697,5.648583591154448,3.2452652111582565
0,1336,941,5.723981814840603,1.4105751014618173
2,1336,697,6.066415414081891,0.5874778262212913
#,1477,941,3.694512960621597,2.642079421669016
#,1477,941,5.532344662971626,3.3803536952626176
8,1336,852,6.270618936565228,6.07584019204266
1,1209,697,2.5321236787933734,2.2588051179310615
6,1477,770,4.5961500522018675,5.570043774814703
6,1477,770,2.679778533512094,0.44610615680975063
9,1477,852,0.48066367599923837,2.3184953783492674
6,1477,770,4.7061057950775105,2.1048670779051615
9,1477,852,0.00942477796076938,5.940751707938299
0,1336,941,1.8001325905069516,0.7728317927830891
6,1477,770,4.10292000558827,1.7561502933566944
8,1336,852,1.4576989912656642,2.993937798871073
1,1209,697,2.689203311472863,5.1553535445408505
7,1209,852,1.1686724671354032,2.004336112990288
4,1209,770,0.12880529879718153,3.0630528372500483
#,1477,941,2.6860617188192735,3.223274062583128
2,1336,697,4.41707927094725,2.371902453460294
#,1477,941,2.506990937564655,4.354247417875453
8,1336,852,3.33951299076595,1.4859733251479723
2,1336,697,3.1290262829754343,3.5217253646741584
0,1336,941,2.708052867394402,4.646415534659305
*,1209,941,2.2556635252774715,0.3989822670059037
*,1209,941,3.0661944299036383,1.5865042900628457
*,1209,941,3.04420328132851,5.01084028247572
*,1209,941,1.6524777357882312,1.687035254977719
8,1336,852,2.73318560862312,1.4796901398407927
8,1336,852,3.524866957327748,1.3603096190043804
3,1477,697,2.415884750610551,1.0838494654884787
4,1209,770,0.6251769380643689,0.38641589639154456
#,1477,941,1.869247628885927,3.6096899589746725
9,1477,852,0.5843362335677016,2.0954422999443922
2,1336,697,4.828627908567512,2.811725424962865
4,1209,770,0.3612831551628262,0.7225663103256524
*,1209,941,5.441238476017522,5.799380038526759
5,1336,770,1.0273007977238624,2.918539575184918
7,1209,852,6.192079120225483,1.8912387774610555
0,1336,941,5.881061447520093,6.173229564303944
*,1209,941,3.7070793312359562,1.7247343668207966
#,1477,941,4.150043895392117,3.5499996985564666
8,1336,852,1.8221237390820801,2.5886723465579897
9,1477,852,3.864158963915446,3.9772562994446785
6,1477,770,0.034557519189487726,5.821371187101887
9,1477,852,0.18221237390820802,1.5739379194484864
9,1477,852,4.611858015469816,5.642300405847269
*,1209,941,4.55216775505161,0.012566370614359173
5,1336,770,5.978450819781377,2.158274153016188
3,1477,697,0.7508406442079606,1.0555751316061706
8,1336,852,2.2211060060879837,3.634822700203391
5,1336,770,2.5132741228718345,1.354026433697201
5,1336,770,4.888318168985719,5.353273881717008
#,1477,941,0.44924774946334045,1.7467255153959251
3,1477,697,3.528008549981338,4.395088122372121
8,1336,852,4.954291614711104,5.5669021821611135
0,1336,941,3.5468581059028765,4.288273972150068
7,1209,852,5.444380068671112,2.3310617489636267
5,1336,770,5.614026071964961,5.384689808252905
3,1477,697,2.491282974296706,5.601459701350602
*,1209,941,2.265088303238241,4.775220833456486
8,1336,852,3.3803536952626176,5.045397801665208
1,1209,697,0.021991148575128554,0.8482300164692442
5,1336,770,0.7476990515543708,3.0850439858251772
4,1209,770,5.997300375702915,5.8842030401736825
*,1209,941,0.6377433086787281,0.9738937226128359
#,1477,941,3.7761943696149314,0.5026548245743669
7,1209,852,4.087212042320321,0.5026548245743669
9,1477,852,2.217964413434394,4.401371307679301
#,1477,941,3.9426987802551907,2.7928758690413265
0,1336,941,2.613805087786708,2.554114827368502
9,1477,852,2.9153979825313283,4.062079301091603
0,1336,941,4.0809288570131415,5.01084028247572
3,1477,697,5.698849073611885,5.290442028645212
0,1336,941,4.7720792408028965,1.4231414720761764
8,1336,852,4.187743007235195,5.4129641421352135
6,1477,770,0.44610615680975063,0.5057964172279568
#,1477,941,2.9122563898777383,1.5990706606772047
0,1336,941,3.65053066347134,5.237034953534185
5,1336,770,5.365840252331367,4.9417252440967445
3,1477,697,1.8001325905069516,5.805663223833938
7,1209,852,3.3960616585305665,0.7508406442079606
*,1209,941,0.8356636458548851,1.1969468010177113
9,1477,852,5.101946469429825,4.765796055495716
3,1477,697,3.4903094381382602,1.8284069243892598
2,1336,697,0.1853539665617978,4.206592563156733
6,1477,770,6.173229564303944,1.5865042900628457
4,1209,770,5.504070329089318,5.46637121724624
#,1477,941,0.9738937226128359,4.696681017116741
6,1477,770,5.218185397612647,6.163804786343174
7,1209,852,4.627565978737765,5.607742886657781
#,1477,941,2.051460002794135,2.858849314766712
#,1477,941,3.9112828537192925,3.810751888804419
5,1336,770,4.954291614711104,0.30473448739820996
4,1209,770,3.741636850425444,1.5927874753700253
4,1209,770,2.1331414117874696,6.245486195336509
7,1209,852,3.9646899288303192,4.9197340955216164
5,1336,770,3.524866957327748,2.2116812281272145
4,1209,770,0.9299114254625788,3.7887607402292907
6,1477,770,3.936415594948011,3.4903094381382602
0,1336,941,1.1058406140636072,1.2063715789784806
8,1336,852,4.508185457901353,5.893627818134452
3,1477,697,2.4347343065320897,3.4903094381382602
2,1336,697,5.303008399259571,1.5330972149518192
*,1209,941,2.7457519792374794,0.38641589639154456
*,1209,941,2.679778533512094,0.08168140899333462
3,1477,697,5.403539364174445,1.1372565405995052
0,1336,941,0.9456193887305278,4.423362456254429
7,1209,852,5.62030925727214,4.451636790136737
0,1336,941,0.17907078125461823,5.937610115284709
7,1209,852,6.113539303885738,0.9581857593448869
7,1209,852,0.11623892818282235,1.2880529879718152
4,1209,770,4.2348668970390415,0.5246459731494955
1,1209,697,4.71553057303828,0.6377433086787281
1,1209,697,0.8702211650443727,5.215043804959057
8,1336,852,4.486194309326224,2.921681167838508
4,1209,770,2.9530970943744057,3.9112828537192925
6,1477,770,0.653451271946677,1.536238807605409
7,1209,852,4.831769501221102,0.9236282401553992
2,1336,697,1.3163273218541234,6.126105674500097
1,1209,697,6.013008338970864,4.187743007235195
4,1209,770,5.8025216311803485,5.554335811546754
6,1477,770,3.817035074111599,5.598318108697011
8,1336,852,3.8044687034972395,6.138672045114456
*,1209,941,4.040088152516474,3.8233182594187785
6,1477,770,0.29530970943744056,5.328141140488289
7,1209,852,1.9100883333825944,3.848451000647497
0,1336,941,0.34243359924128747,0.7728317927830891
7,1209,852,4.646415534659305,5.705132258919065
0,1336,941,4.7940703893780245,1.200088393671301
5,1336,770,2.6546457922833753,0.8827875356587319
3,1477,697,1.7907078125461822,2.261946710584651
6,1477,770,3.6850881826608277,3.3080970642300525
7,1209,852,5.881061447520093,4.3385394546075045
*,1209,941,3.5845572177459544,3.2264156552367176
1,1209,697,4.803495167338794,0.48066367599923837
0,1336,941,1.413716694115407,3.0222121327533813
#,1477,941,2.447300677146449,3.009645762139022
1,1209,697,3.7165041091967255,3.606548366321083
7,1209,852,2.557256420022092,1.2817698026646356
2,1336,697,0.6440264939859076,1.5865042900628457
1,1209,697,5.4129641421352135,4.621282793430586
*,1209,941,0.8042477193189871,5.340707511102648
4,1209,770,4.25371645296058,3.6568138487785196
#,1477,941,4.677831461195202,2.563539605329271
9,1477,852,0.2858849314766712,0.0
4,1209,770,6.08840656265702,5.039114616358028
6,1477,770,0.8325220532012952,1.7247343668207966
7,1209,852,6.264335751258048,3.238982025851077
8,1336,852,4.71553057303828,5.208760619651877
6,1477,770,6.013008338970864,0.6283185307179586
5,1336,770,3.135309468282614,0.6346017160251383
9,1477,852,3.163583802164922,1.6304865872131027
1,1209,697,4.768937648149306,0.5152211951887261
2,1336,697,3.3615041393410787,3.5657076618244155
*,1209,941,1.2189379495928399,5.93132692997753
3,1477,697,5.947034893245479,1.5707963267948966
*,1209,941,4.285132379496478,2.6326546437082468
7,1209,852,3.1227430976682546,2.5509732347149123
*,1209,941,5.5669021821611135,4.809778352645973
5,1336,770,4.627565978737765,5.607742886657781
